bookid,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher
31260,The Sigma Protocol,Robert Ludlum,3.8,0312982518,9.78031E+12,eng,662.0,9567,252,10/13/2002,St. Martin's Paperbacks
43877,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams and Reaching Your Destiny,Robin S. Sharma,3.83,0062515675,9.78006E+12,eng,208.0,71133,3741,4/21/1999,HarperOne
36128,The Fountains of Paradise,Arthur C. Clarke,3.96,0151327734,9.78015E+12,eng,245.0,117,17,01/01/1979,Harcourt Brace Jovanovich (NY)
28807,Changeling,Roger Zelazny,3.72,0743458192,9.78074E+12,eng,244.0,1815,41,1/28/2003,iBooks
16713,The Disappointment Artist,Jonathan Lethem,3.63,1400076811,9.7814E+12,eng,149.0,1613,129,3/14/2006,Vintage
41451,The Hero and the Crown (Damar  #2),Robin McKinley,4.21,0441004997,9.78044E+12,eng,227.0,71,7,02/01/1985,Ace
39181,Guide to Stress Reduction,L. John Mason,4.22,1587610914,9.78159E+12,eng,326.0,9,1,5/22/2001,Celestial Arts
40597,My Dirty Thirties: Romantic Hedonism,Kelly  Carr,3.0,1932420347,9.78193E+12,eng,144.0,8,1,07/01/2004,New Tradition Books
43335,All Through the Night,Mary Higgins Clark,3.7,0671027123,9.78067E+12,en-US,256.0,6332,224,10/01/1999,Pocket Books
25618,Six Degrees of Separation,John Guare,4.0,0822210347,9.78082E+12,eng,74.0,242,14,12/01/1995,Dramatists Play Service
7673,Eaters of the Dead,Michael Crichton,3.67,0060891564,9.78006E+12,eng,304.0,28367,1096,8/29/2006,Avon
12034,Selected Poems,Herman Melville/Robert Faggen,3.77,0143039032,9.78014E+12,eng,384.0,31,2,6/27/2006,Penguin Classics
19909,Master of the Night (Mageverse #1),Angela Knight,3.88,0425198804,9.78043E+12,eng,296.0,4637,125,10/05/2004,Berkley Sensation
9635,The Bradbury Chronicles: The Life of Ray Bradbury,Sam Weller,4.24,0060545844,9.78006E+12,en-US,384.0,372,45,2/21/2006,Harper Perennial
29159,焼きたて!!ジャぱん 9 [Yakitate!! Japan 9],Takashi Hashiguchi/橋口 たかし,3.99,4091263992,9.78409E+12,jpn,190.0,2,0,10/18/2003,小学館
19444,Be Happy or I'll Scream!: My Deranged Quest for the Perfect Husband  Family  and Life,Sheri Lynch,3.71,0312342349,9.78031E+12,en-US,240.0,162,34,02/06/2007,St. Martin's Griffin
18556,The Queen of Whale Cay: The Eccentric Story of 'Joe' Carstairs  Fastest Woman on Water,Kate Summerscale/Joe Carstairs,3.69,0140276130,9.78014E+12,eng,256.0,393,81,06/01/1999,Penguin Books
31993,鋼之鍊金術師 6,Hiromu Arakawa/荒川弘/方郁仁,4.58,9861146148,9.78986E+12,zho,191.0,5,0,06/02/2004,東立
38471,The Amen Corner,James Baldwin,3.9,0375701885,9.78038E+12,eng,112.0,467,32,2/17/1998,Vintage
24060,The Contest (Everest Trilogy),Gordon Korman,3.85,0613589459,9.78061E+12,eng,137.0,12,2,08/01/2002,Turtleback Books
37900,Turn of the Cards (Wild Cards  #12),George R.R. Martin/Victor Milán,3.69,0553561529,9.78055E+12,eng,432.0,567,18,01/01/1993,Spectra
8954,Word Freak: Heartbreak  Triumph  Genius  and Obsession in the World of Competitive Scrabble Players,Stefan Fatsis,3.82,0142002267,9.78014E+12,eng,372.0,4748,597,7/30/2002,Penguin Books
1439,Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana/Hertha Von Dechend,4.29,0879232153,9.78088E+12,eng,450.0,489,57,3/24/2015,Nonpareil Books
11563,Danse Macabre,Stephen King,3.64,042518160X,9.78043E+12,eng,400.0,21063,460,09/01/2001,Berkley
1902,In the Land of White Death: An Epic Story of Survival in the Siberian Arctic,Valerian Albanov/Jon Krakauer/David  Roberts/Alison Anderson/Валериан Альбанов,4.01,067978361X,9.78068E+12,eng,288.0,1910,136,09/04/2001,Modern Library
77,The Control of Nature,John McPhee,4.24,0374522596,9.78037E+12,en-US,288.0,3498,305,09/01/1990,Farrar  Straus and Giroux
13442,Night Shift,Stephen King,4.0,0385129912,9.78039E+12,eng,344.0,486,56,10/01/1993,Doubleday Books
15652,Dante's Inferno,Dante Alighieri/Mark Musa,4.0,0253209307,9.78025E+12,eng,432.0,43,6,6/22/1995,Indiana University Press
33492,Secrets of New York (Call of Cthulhu RPG),William    Jones,3.63,1568821808,9.78157E+12,eng,180.0,27,2,06/12/2005,Chaosium
35547,The Beatles: 365 Days,Simon Wells,4.18,0810959119,9.78081E+12,eng,744.0,99,12,11/01/2005,Harry N. Abrams
23584,I'm Good Enough  I'm Smart Enough  & Doggone It  People Like Me!,Al Franken/Melody Beattie/Stuart Smalley,3.82,0440504708,9.78044E+12,en-US,352.0,359,35,10/01/1992,Dell
9838,The Bookseller of Kabul,Åsne Seierstad/Ingrid Christopherson,3.77,0316159417,9.78032E+12,en-US,288.0,34941,2473,10/26/2004,Little  Brown and Company
43994,Trapped (Mississippi #2),Greg Iles,4.0,0451207505,9.78045E+12,en-US,434.0,320,19,8/27/2002,Signet
32199,Gold Rage (Wilderness  #27),David   Robbins/David Thompson,4.31,0843945192,9.78084E+12,eng,170.0,16,0,05/01/1999,Leisure Books
29412,The Mistress's Daughter,A.M. Homes,3.28,0670038385,9.78067E+12,en-US,256.0,3282,518,04/05/2007,Viking
43641,Water for Elephants,Sara Gruen,4.09,1565125606,9.78157E+12,eng,335.0,1260027,52759,05/01/2007,Algonquin Books
38242,Let's Go Australia on a Budget,Let's Go Inc.,3.93,031236086X,9.78031E+12,en-US,784.0,9,2,11/28/2006,Let's Go Publications
24054,Losing Joe's Place,Gordon Korman,4.05,0590427695,9.78059E+12,eng,233.0,797,46,10/01/1991,Scholastic Paperbacks
27787,Henri Rousseau: Jungles in Paris,Christopher   Green/Frances Morris/Nancy Ireson/Claire Freches-Thory,4.06,0810956993,9.78081E+12,eng,230.0,31,4,06/01/2006,Harry N. Abrams
5439,Interpreter of Maladies,Jhumpa Lahiri,4.15,0618101365,9.78062E+12,eng,198.0,131876,8009,5/22/2000,Houghton Mifflin Harcourt
38756,Collected Plays 1944-1961,Arthur  Miller/Tony Kushner,4.22,193108291X,9.78193E+12,en-US,774.0,419,10,02/02/2006,Library of America
20741,Interaction Ritual - Essays on Face-to-Face Behavior,Erving Goffman,4.05,0394706315,9.78039E+12,eng,288.0,308,9,01/12/1982,Pantheon
3008,A Little Princess,Frances Hodgson Burnett/Nancy Bond,4.2,0142437018,9.78014E+12,eng,242.0,238192,4392,2/26/2002,Penguin Books
32080,Paul Revere's Ride,David Hackett Fischer,4.12,0195098315,9.7802E+12,eng,464.0,3907,208,4/19/1995,Oxford University Press  USA
24298,The Story of Avis,Elizabeth Stuart Phelps/Carol Phillips,3.55,0813510996,9.78081E+12,eng,250.0,180,14,06/01/1985,Rutgers University Press
39902,Bittersweet: Recipes and Tales from a Life in Chocolate,Alice Medrich/Deborah Jones,4.28,1579651607,9.78158E+12,eng,378.0,359,25,11/15/2003,Artisan
44505,The Best American Essays 2006,Lauren Slater/Robert Atwan,3.88,0618705295,9.78062E+12,en-US,304.0,434,34,10/11/2006,Mariner Books
4966,The Wonder Years: Helping Your Baby and Young Child Successfully Negotiate the Major Developmental Milestones,Tanya Remer Altmann/American Academy of Pediatrics,3.51,0553804766,9.78055E+12,en-US,224.0,55,9,9/26/2006,Bantam Books
15708,The Plague,Albert Camus/Robin Buss,3.98,0141185139,9.78014E+12,eng,238.0,975,80,12/05/2002,Penguin
22562,Slim to None: A Journey Through the Wasteland of Anorexia Treatment,Jennifer Hendricks/Gordon Hendricks,3.63,0071433716,9.78007E+12,eng,384.0,580,21,02/04/2004,McGraw-Hill Education
12614,The Chomsky-Foucault Debate: On Human Nature,Noam Chomsky/Michel Foucault/John Rajchman,3.94,1595581340,9.7816E+12,eng,213.0,1953,116,09/01/2006,The New Press
12569,Revenge of the Lawn / The Abortion / So the Wind Won't Blow it All Away,Richard Brautigan,4.29,0395706742,9.7804E+12,eng,544.0,2076,95,2/21/1995,Mariner Books
24636,From Glencoe to Stirling: Rob Roy  the Highlanders & Scotlands Chivalric Age (Tales of a Scottish Grandfather 3),Walter Scott/George Grant,3.7,1581821298,9.78158E+12,eng,288.0,12,1,10/20/2000,Cumberland House Publishing
8254,Christmas Stories (Little House Chapter Books: Laura  #10),Laura Ingalls Wilder/Renée Graef/Heather Henson,4.21,0064420817,9.78006E+12,eng,80.0,66,7,10/06/1999,HarperCollins
31116,The Dew Breaker,Edwidge Danticat,3.8,1400034299,9.7814E+12,eng,244.0,5891,584,03/08/2005,Vintage
12847,The Art of Dreaming,Carlos Castañeda,4.1,1855384272,9.78186E+12,eng,260.0,3618,97,2/16/2004,Element
18215,Pictorial Encyclopedia of Trades and Industry  Vol 1,Denis Diderot/Charles Coulston Gillispie,3.6,0486274284,9.78049E+12,eng,239.0,5,0,1/18/1993,Dover Publications
45343,The Nixie's Song (Beyond the Spiderwick Chronicles  #1),Tony DiTerlizzi/Holly Black,3.73,0689871317,9.78069E+12,eng,162.0,9927,416,9/18/2007,Simon  Schuster Books for Young Readers
7524,Presidential Assassins (History Makers),Patricia D. Netzley,3.6,1560066237,9.78156E+12,eng,112.0,5,1,09/01/1999,Lucent Books
28910,Journal of a Novel: The East of Eden Letters,John Steinbeck,4.09,0140144188,9.78014E+12,eng,182.0,1053,126,12/01/1990,Penguin Books
43545,The Once and Future King (The Once and Future King  #1-4),T.H. White,4.07,0441627404,9.78044E+12,eng,639.0,85082,2921,6/15/1987,Ace
26696,Time for Revolution,Antonio Negri/Matteo Mandarini,3.7,0826479316,9.78083E+12,eng,271.0,45,2,05/01/2005,Bloomsbury Academic
22195,The Zero,Jess Walter,3.51,0060898658,9.78006E+12,eng,336.0,1976,297,8/29/2006,Harper
24309,Out of Sight  Out of Mind (The Amazing Days of Abby Hayes  #9),Anne Mazer/Monica Gesue/Joyce White,3.88,0439353688,9.78044E+12,en-US,144.0,595,11,12/01/2002,Scholastic Paperbacks
5197,A Lesson Before Dying,Ernest J. Gaines,3.95,0375702709,9.78038E+12,eng,256.0,47143,2998,9/28/1997,Vintage
7909,Betsy-Tacy (Betsy-Tacy  #1),Maud Hart Lovelace/Lois Lenski,4.07,0064400964,9.78006E+12,en-US,144.0,20976,935,8/14/2007,HarperCollins
15962,Because It Is Bitter  and Because It Is My Heart,Joyce Carol Oates,3.89,0452265819,9.78045E+12,eng,416.0,2690,133,3/30/1991,Plume
873,Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),Hiromu Arakawa/Akira Watanabe,4.52,1591169232,9.78159E+12,eng,192.0,14923,419,07/05/2005,VIZ Media LLC
28302,The Daring Young Man on the Flying Trapeze and Other Stories,William Saroyan,4.21,081121365X,9.78081E+12,eng,272.0,677,42,10/17/1997,New Directions
16400,Money in the Bank,P.G. Wodehouse,4.13,1585676578,9.78159E+12,eng,290.0,321,27,04/07/2005,Harry N. Abrams
16601,Vampire Hunter D Volume 07: Mysterious Journey to the North Sea - Part One,Hideyuki Kikuchi/Yoshitaka Amano,4.27,1595821074,9.7816E+12,en-US,209.0,1062,19,05/07/2007,Digital Manga Publishing / Dark Horse
36259,Media Unlimited: How the Torrent of Images & Sounds Overwhelms Our Lives,Todd Gitlin,3.55,0805072837,9.78081E+12,en-US,256.0,112,11,01/06/2003,Picador
13329,A World of Art,Henry M. Sayre,3.73,0132221861,9.78013E+12,eng,592.0,56,1,12/22/2006,Prentice Hall
6107,The Middle Sea: A History of the Mediterranean,John Julius Norwich,3.85,0701176083,9.7807E+12,eng,588.0,662,53,10/31/2006,Chatto & Windus
24221,Alice's Adventures in Wonderland,Lewis Carroll/Helen Oxenbury,4.02,0763608041,9.78076E+12,eng,207.0,226,27,10/06/1999,Candlewick Press (MA)
42060,Richard III,William Shakespeare/Barbara A. Mowat/Paul Werstine,3.93,0743482840,9.78074E+12,eng,369.0,1945,191,07/01/2004,Simon  Schuster
1090,Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,3.93,0310258979,9.78031E+12,eng,5.0,26,2,3/15/2005,Zondervan
37211,Culture Shock! Laos (Culture Shock!),Stephen  Mansfield,3.29,1857331648,9.78186E+12,eng,220.0,12,1,1/30/2000,Kuperard
30117,Where the Sidewalk Ends: Poems and Drawings,Shel Silverstein,4.3,0060572345,9.78006E+12,eng,192.0,3587,179,2/18/2014,HarperCollins
3832,Cover Her Face (Adam Dalgliesh #1),P.D. James,3.93,0743219570,9.78074E+12,eng,250.0,26375,953,05/08/2001,Scribner
18032,Jeeves and the Tie That Binds (Jeeves  #14),P.G. Wodehouse,4.23,0743203623,9.78074E+12,eng,205.0,2781,130,11/01/2000,Touchstone
23,Bryson's Dictionary of Troublesome Words: A Writer's Guide to Getting It Right,Bill Bryson,3.87,0767910435,9.78077E+12,eng,256.0,2088,131,9/14/2004,Broadway Books
44164,Maigret Loses His Temper (Maigret  #61),Georges Simenon,3.83,0156028476,9.78016E+12,eng,144.0,370,26,6/16/2003,Mariner Books
27652,Accidental Empires,Robert X. Cringely,4.01,0887308554,9.78089E+12,eng,384.0,1570,63,9/13/1996,Harper Business
21187,For All Time (Time Travelers  #4),Caroline B. Cooney,3.9,0440229316,9.78044E+12,eng,261.0,1618,65,07/08/2003,Laurel Leaf Library
44877,Illustrated Guide to the NEC: Based on the 2005 National Electric Code,Charles R. Miller,4.06,1401850685,9.7814E+12,eng,452.0,2,0,12/01/2004,Cengage Learning
1546,Theban Plays,Sophocles/Peter Meineck/Paul Woodruff,3.97,0872205851,9.78087E+12,en-US,304.0,109,7,3/15/2003,Hackett Publishing Company  Inc.
9629,Zen in the Art of Writing: Essays on Creativity,Ray Bradbury,4.1,1877741094,9.78188E+12,en-US,176.0,909,135,08/01/1993,Joshua Odell Editions
41134,The Memory of Whiteness: A Scientific Romance,Kim Stanley Robinson,3.55,0312861435,9.78031E+12,en-US,352.0,448,37,1/15/1996,Orb Books
30293,Plato  Not Prozac!: Applying Eternal Wisdom to Everyday Problems,Lou Marinoff,3.41,0060931361,9.78006E+12,eng,320.0,870,67,08/01/2000,Harper Perennial
14658,Encyclopedia Brown and the Case of the Treasure Hunt (Encyclopedia Brown  #17),Donald J. Sobol/Gail Owens,4.03,0553156500,9.78055E+12,eng,96.0,637,19,01/01/1989,Yearling
29569,You: The Owner's Manual: An Insider's Guide to the Body That Will Make You Healthier and Younger,Michael F. Roizen/Mehmet C. Oz,3.82,0060765313,9.78006E+12,en-US,417.0,3170,286,01/01/2005,Collins Publishers
30639,Mere Christianity: Abolition of Man (Bonus Feature),C.S. Lewis/Geoffrey Howard/Robert Whitefield/Robert Whitfield,4.32,0786174366,9.78079E+12,eng,6.0,43,6,05/01/2006,Blackstone Audiobooks
20241,Bill Bryson's African Diary,Bill Bryson,3.44,0385605145,9.78039E+12,eng,63.0,264,22,12/02/2002,Doubleday
15239,The Lord of the Rings: Official Movie Guide,Brian Sibley,4.39,0618154027,9.78062E+12,eng,120.0,6356,21,11/06/2001,Houghton Mifflin Harcourt
8725,Comfort Me with Apples: More Adventures at the Table,Ruth Reichl,4.04,0375758739,9.78038E+12,eng,302.0,17939,947,04/09/2002,Random House Trade
28001,Accordion Crimes,Annie Proulx,3.59,0684831546,9.78068E+12,eng,432.0,5675,456,6/17/1997,Scribner
16479,Berserkers: The Beginning (Berserkers  #1 & #5),Fred Saberhagen,3.7,0671878840,9.78067E+12,eng,377.0,232,23,06/01/1998,Baen
2025,Lysistrata,Aristophanes/Jeffrey Henderson,3.85,0198144962,9.7802E+12,eng,320.0,76,6,6/21/1990,OUP Oxford
28568,The Vanished Man (Lincoln Rhyme  #5),Jeffery Deaver,4.1,0743437810,9.78074E+12,en-US,560.0,15135,584,07/01/2004,Pocket Books
11162,Summer for the Gods: The Scopes Trial and America's Continuing Debate Over Science and Religion,Edward J. Larson/Brian Troxell,3.9,0674854292,9.78067E+12,eng,318.0,1458,108,11/15/1998,Harvard University Press
14305,The Greenlanders,Jane Smiley,3.9,1400095468,9.7814E+12,eng,608.0,2013,311,9/13/2005,Anchor
44089,Phantom Pain,Arnon Grunberg/Sam Garrett,3.34,1590511263,9.78159E+12,en-US,288.0,406,11,5/15/2004,Other Press (NY)
35811,The Collected Stories of Arthur C. Clarke,Arthur C. Clarke,4.29,0312878605,9.78031E+12,eng,966.0,4150,138,1/14/2002,Tom Doherty Associates/Orb Books
38399,Introduction to Superstrings and M-Theory,Michio Kaku/Joseph L. Birman/H. Eugene Stanley/J.W. Lynn/M.P. Silverman/M. Voloshin,4.27,0387985891,9.78039E+12,eng,587.0,216,2,7/30/1999,Springer
799,Out to Eat London 2002 (Lonely Planet Out to Eat),Lonely Planet/Mark Honan,0.0,1740592050,9.78174E+12,eng,295.0,0,0,09/01/2001,Lonely Planet
44630,The Inner Sanctum,Stephen W. Frey,3.64,0451190149,9.78045E+12,eng,448.0,472,36,07/01/1998,Signet
17320,Wind Rider's Oath (War God  #3),David Weber,4.02,1416508953,9.78142E+12,eng,570.0,2774,42,08/01/2005,Baen
26407,The Philosophy of Hegel,Georg Wilhelm Friedrich Hegel/Carl Joachim Friedrich,3.37,0075536552,9.78008E+12,eng,552.0,15,4,02/01/1965,McGraw-Hill
8501,The Church and the Second Sex,Mary Daly,3.84,0807011010,9.78081E+12,eng,231.0,129,7,01/03/1986,Beacon Press
28695,City of Golden Shadow (Otherland  #1),Tad Williams,3.91,0886777631,9.78089E+12,eng,780.0,21714,717,01/01/1998,DAW Books
11666,Rabbit at Rest (Rabbit Angstrom #4),John Updike,3.97,0449911942,9.78045E+12,eng,608.0,13361,395,8/27/1996,Random House Trade
3788,Thursday's Child (Margaret Thursday  #1),Noel Streatfeild,3.98,0440486874,9.78044E+12,eng,256.0,1059,38,12/01/1985,Yearling
30978,Legacy of Blood (Diablo  #1),Richard A. Knaak,3.77,067104155X,9.78067E+12,eng,355.0,2120,68,05/01/2001,Pocket Books
12620,The Chomsky Reader,Noam Chomsky,3.98,1852421177,9.78185E+12,eng,492.0,1643,38,06/01/1988,Serpent's Tail
1590,Peace,Aristophanes/S. Douglas Olson,3.6,0198140819,9.7802E+12,eng,408.0,262,13,2/25/1999,Oxford University Press  USA
15595,The Midwife's Apprentice,Karen Cushman,3.72,006440630X,9.78006E+12,eng,128.0,36039,1585,8/16/1996,HarperTrophy
6156,Beloved Bride: The Letters of Stonewall Jackson to His Wife,Bill Potter/Stephen Lang,4.1,1929241631,9.78193E+12,eng,156.0,137,18,04/10/2003,Vision Forum
31098,Swapping Lives,Jane Green,3.58,0670034800,9.78067E+12,eng,410.0,24513,916,6/13/2006,Viking Adult
41696,Black Wind (Dirk Pitt  #18),Clive Cussler/Dirk Cussler,3.86,0425204235,9.78043E+12,eng,639.0,10113,304,06/06/2006,G.P. Putnam's Sons
27397,A Civil Action,Jonathan Harr,3.97,0679772677,9.78068E+12,eng,512.0,13628,754,8/27/1996,Vintage
23419,The Consolations of Philosophy,Alain de Botton,4.01,0679779175,9.78068E+12,en-US,265.0,13499,812,04/03/2001,Vintage
5186,Breath  Eyes  Memory,Edwidge Danticat,3.88,037570504X,9.78038E+12,eng,234.0,25200,1229,5/18/1998,Vintage
766,Memoria de mis putas tristes,Gabriel García Márquez,3.6,1400095808,9.7814E+12,spa,112.0,5856,377,10/19/2004,Vintage Espanol
21194,The Stranger,Caroline B. Cooney,3.53,0590456806,9.78059E+12,eng,198.0,55,11,11/01/1993,Scholastic
11705,Selected Poems,Octavio Paz/Eliot Weinberger/Charles Tomlinson/William Carlos Williams/Monique Fong Wust/G. Aroul/Elizabeth Bishop/Paul Blackburn/Lysander Kemp/Denise Levertov/Muriel Rukeyser/Mark Strand,4.21,0811208990,9.78081E+12,eng,160.0,373,18,9/17/1984,New Directions
11225,One Flew Over the Cuckoo's Nest,Ken Kesey,4.2,0451137094,9.78045E+12,eng,272.0,1120,104,02/01/1963,Signet
32880,The Mothman Prophecies,John A. Keel,3.54,0340824468,9.78034E+12,eng,352.0,117,16,03/07/2002,Hodder & Stoughton
13158,See How They Run,James Patterson,3.84,1568654235,9.78157E+12,eng,320.0,48,1,07/08/1997,Doubleday Books
32373,Yes  Your Teen Is Crazy!: Loving Your Kid Without Losing Your Mind,Michael J. Bradley,4.29,0936197447,9.78094E+12,en-US,332.0,792,138,11/08/2002,Harbor Press
17971,The Eternal Frontier: An Ecological History of North America and Its Peoples,Tim Flannery,4.06,0802138888,9.7808E+12,eng,432.0,588,69,4/17/2002,Grove Press
18808,Dostoevsky,Richard Freeborn,3.76,1904341276,9.7819E+12,eng,183.0,55,6,10/01/2005,Haus Publishing
13028,Alice In Wonderland,Lewis Carroll/John Tenniel,4.02,0439291496,9.78044E+12,eng,160.0,143,18,09/01/2001,Scholastic Paperbacks
31178,Back When We Were Grownups,Anne Tyler,3.52,0345477243,9.78035E+12,eng,336.0,15040,1239,10/26/2004,Ballantine Books
22485,Smithsonian Intimate Guide to Human Origins,Carl Zimmer,4.02,0061196673,9.78006E+12,eng,176.0,173,17,02/06/2007,Harper Perennial
31910,Early Greek Philosophy,Jonathan Barnes,4.09,0140448152,9.78014E+12,eng,336.0,2088,44,9/26/2002,Penguin Books
30072,The Brief History of the Dead,Kevin Brockmeier,3.67,1400095956,9.7814E+12,eng,252.0,9490,1576,01/09/2007,Vintage
4951,Feeding the Hungry Heart: The Experience of Compulsive Eating,Geneen Roth,3.96,0452270839,9.78045E+12,eng,224.0,749,46,09/01/1993,Plume
32122,Belshazzar's Daughter (Inspector Ikmen #1),Barbara Nadel,3.51,1933397497,9.78193E+12,eng,448.0,772,99,10/01/2006,Felony & Mayhem
29966,The Shape of Things to Come,H.G. Wells/John Clute,3.61,0141441046,9.78014E+12,eng,530.0,931,43,5/26/2006,Penguin Books Limited
28371,Witch Grass,Raymond Queneau/Barbara Wright,3.93,1590170318,9.78159E+12,eng,328.0,335,38,1/31/2003,NYRB Classics
19764,Corvette: Fifty Years,Randy Leffingwell/David Newhardt,4.06,0760320063,9.78076E+12,eng,384.0,15,1,10/23/2004,Motorbooks
37722,In Search of Dracula: The History of Dracula and Vampires,Raymond T. McNally/Radu Florescu,3.87,0395657830,9.7804E+12,eng,320.0,1257,76,10/31/1994,Mariner Books
45035,Mansfield Park,Jane Austen/James Kinsley/Jane Stabler,3.86,019280264X,9.78019E+12,eng,418.0,1492,73,10/02/2003,Oxford University Press
16441,The Raphael Affair (Jonathan Argyll  #1),Iain Pears,3.54,0425178927,9.78043E+12,eng,257.0,102,10,02/01/2001,Berkley Books
14947,The Diary of Virginia Woolf  Volume Two: 1920-1924,Virginia Woolf/Anne Olivier Bell/Andrew McNeillie,4.37,0156260379,9.78016E+12,eng,384.0,383,11,9/17/1980,Mariner Books
22235,Stargirl LitPlans on CD,Mary B. Collins,4.86,158337292X,9.78158E+12,eng,210.0,5,0,9/15/2005,Teacher's Pet Publications
